CustomerID,FullName,Region,TotalOrders,TotalRevenue,TotalRevenuePerRegion,TotalOrdersPerRegion,AverageOrderValue,TotalQuantityPurchased,TotalProductsPurchased,FirstPurchaseDate,LastPurchaseDate,CustomerLifespanMonths,AverageMonthlySpend,CustomerSegment
13283,Dakota Griffin,Northwest,2,4498.532499999999,16084942.547585148,4594,2249.27,3,3,2012-07-07,2013-10-16,15,299.9,Loyal
13277,Nathan Brown,Northwest,2,4498.532499999999,16084942.547585148,4594,2249.27,3,3,2012-07-18,2013-10-01,15,299.9,Loyal
13354,Eric Campbell,Northwest,2,4498.532499999999,16084942.547585148,4594,2249.27,3,3,2012-07-27,2013-10-09,15,299.9,Loyal
13346,Gregory Chande,Northwest,2,4498.532499999999,16084942.547585148,4594,2249.27,3,3,2012-07-20,2013-10-02,15,299.9,Loyal
26201,Dalton Watson,Southwest,2,4498.4596,24184609.600810263,6224,2249.23,5,5,2012-06-11,2014-01-07,19,236.76,Loyal
17050,Cristina Xie,Australia,2,4496.23,10655335.959317066,6843,2248.11,5,5,2011-07-27,2013-10-14,27,166.53,VIP
20007,Ashley Alexander,Canada,2,4495.48,16355770.454862092,4067,2247.74,2,2,2012-03-10,2014-01-30,22,204.34,Loyal
19989,Ethan Thompson,Canada,2,4495.48,16355770.454862092,4067,2247.74,2,2,2012-01-22,2014-01-01,24,187.31,Loyal
20000,Elijah Diaz,Canada,2,4495.48,16355770.454862092,4067,2247.74,2,2,2012-02-19,2014-01-21,23,195.46,Loyal
12816,Tammy Mehta,Germany,2,4494.0181999999995,4915407.595885038,2623,2247.01,5,5,2013-04-21,2014-04-16,12,374.5,Loyal
27201,Jose Taylor,Northwest,2,4492.6482,16084942.547585148,4594,2246.32,4,4,2013-03-04,2014-03-27,12,374.39,Loyal
13519,Lucas Foster,Australia,2,4492.4482,10655335.959317066,6843,2246.22,2,2,2012-11-26,2013-06-01,7,641.78,Loyal
13248,Isabella Martinez,Northwest,2,4491.532499999999,16084942.547585148,4594,2245.77,4,4,2012-07-01,2014-04-08,21,213.88,Loyal
13203,Bailey Bell,Northwest,2,4491.532499999999,16084942.547585148,4594,2245.77,4,4,2012-06-29,2013-09-06,15,299.44,Loyal
15214,Amanda Jenkins,Australia,2,4490.879599999999,10655335.959317066,6843,2245.44,6,6,2013-04-14,2014-03-06,11,408.26,Loyal
27447,Miranda Hayes,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2013-03-30,2014-03-10,12,374.21,Loyal
27541,Samantha Martin,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2013-05-09,2014-03-31,10,449.05,Loyal
27273,Marcus Miller,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2013-04-06,2014-03-22,11,408.23,Loyal
27573,Hunter Lal,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2013-05-07,2014-04-13,11,408.23,Loyal
26534,Fernando Smith,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2012-10-06,2014-01-30,15,299.37,Loyal
26245,Devin Murphy,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2012-06-28,2014-01-10,19,236.34,Loyal
26611,Kayla Henderson,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2012-11-06,2014-02-15,15,299.37,Loyal
26642,Gabrielle Evans,Northwest,2,4490.479600000001,16084942.547585148,4594,2245.24,3,3,2012-11-06,2014-01-29,14,320.75,Loyal
27427,Mason Young,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2013-04-29,2014-03-21,11,408.23,Loyal
27096,Chase Watson,Northwest,2,4490.479600000001,16084942.547585148,4594,2245.24,3,3,2013-02-27,2014-02-27,12,374.21,Loyal
27460,Grant Goel,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2013-05-19,2014-03-27,10,449.05,Loyal
27572,Isaiah Carter,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2013-05-11,2014-04-22,11,408.23,Loyal
27418,Mya Coleman,Southwest,2,4490.479600000001,24184609.600810263,6224,2245.24,3,3,2013-04-17,2014-03-14,11,408.23,Loyal
27279,Katelyn Brooks,Northwest,2,4490.479600000001,16084942.547585148,4594,2245.24,3,3,2013-04-18,2014-03-03,11,408.23,Loyal
27407,Faith Griffin,Northwest,2,4490.479600000001,16084942.547585148,4594,2245.24,3,3,2013-04-04,2014-03-21,11,408.23,Loyal
27568,Miguel Evans,Northwest,2,4490.479600000001,16084942.547585148,4594,2245.24,3,3,2013-05-27,2014-04-08,11,408.23,Loyal
27117,Jermaine Prasad,Northwest,2,4490.479600000001,16084942.547585148,4594,2245.24,3,3,2013-03-17,2014-03-26,12,374.21,Loyal
16155,Joan Jenkins,Australia,2,4489.5682,10655335.959317066,6843,2244.78,5,5,2013-05-07,2014-04-20,11,408.14,Loyal
26342,Eduardo Griffin,Southwest,2,4489.4696,24184609.600810263,6224,2244.73,4,4,2012-09-16,2014-01-04,16,280.59,Loyal
26603,Sheila Ruiz,Southwest,2,4487.1582,24184609.600810263,6224,2243.58,3,3,2012-11-08,2014-02-18,15,299.14,Loyal
26313,Dalton Simmons,Southwest,2,4487.1582,24184609.600810263,6224,2243.58,3,3,2012-08-19,2014-01-17,17,263.95,Loyal
16596,Gabrielle Carter,France,2,4486.5425,7251555.646926051,2672,2243.27,3,3,2013-05-11,2014-01-20,8,560.82,Loyal
12923,Fernando Wright,Southwest,2,4486.5425,24184609.600810263,6224,2243.27,3,3,2012-06-17,2014-03-04,21,213.64,Loyal
11576,Micah Zhu,France,2,4486.4096,7251555.646926051,2672,2243.2,3,3,2013-05-17,2013-08-23,3,1495.47,Loyal
15588,Kristy Alvarez,Australia,2,4486.0682,10655335.959317066,6843,2243.03,4,4,2013-04-04,2014-03-27,11,407.82,Loyal
15789,Steve Schmidt,Australia,2,4486.0682,10655335.959317066,6843,2243.03,4,4,2013-05-03,2014-04-23,11,407.82,Loyal
26301,Isaiah Hall,Southwest,2,4484.479600000001,24184609.600810263,6224,2242.24,3,3,2012-07-16,2014-01-14,18,249.14,Loyal
27287,Samuel Perez,Southwest,2,4484.479600000001,24184609.600810263,6224,2242.24,3,3,2013-04-24,2014-03-26,11,407.68,Loyal
27571,Shannon Gao,Southwest,2,4484.479600000001,24184609.600810263,6224,2242.24,3,3,2013-05-29,2014-04-21,11,407.68,Loyal
27449,Bryan Cox,Southwest,2,4482.138199999999,24184609.600810263,6224,2241.07,5,5,2013-03-31,2014-03-07,12,373.51,Loyal
26727,Jose Clark,Northwest,2,4482.138199999999,16084942.547585148,4594,2241.07,5,5,2012-12-13,2014-01-30,13,344.78,Loyal
30033,Vassar Stern,Northwest,4,4481.476874999999,16084942.547585148,4594,1120.37,17,7,2013-07-31,2014-05-01,10,448.15,Loyal
17257,Darren Rana,Australia,2,4480.73,10655335.959317066,6843,2240.36,5,5,2011-08-17,2014-02-23,30,149.36,VIP
17332,Jonathan Green,Australia,2,4480.73,10655335.959317066,6843,2240.36,5,5,2011-08-18,2014-05-14,33,135.78,VIP
17045,Derek Goel,Australia,2,4480.73,10655335.959317066,6843,2240.36,5,5,2011-07-22,2013-09-20,26,172.34,VIP
29274,Miguel Green,Southwest,2,4479.62,24184609.600810263,6224,2239.81,3,3,2011-12-05,2014-03-05,27,165.91,VIP
13736,Cole Rivera,Southwest,2,4478.8425,24184609.600810263,6224,2239.42,3,3,2012-11-09,2014-05-21,18,248.82,Loyal
13702,Jessie Suarez,Southwest,2,4478.8425,24184609.600810263,6224,2239.42,3,3,2012-10-17,2014-05-06,19,235.73,Loyal
13292,Paula Carlson,Northwest,2,4478.8425,16084942.547585148,4594,2239.42,3,3,2012-07-20,2013-10-26,15,298.59,Loyal
26718,Richard Flores,Southwest,2,4478.4596,24184609.600810263,6224,2239.23,5,5,2012-12-08,2014-02-09,14,319.89,Loyal
26325,Tyler Robinson,Northwest,2,4478.4596,16084942.547585148,4594,2239.23,5,5,2012-08-25,2014-01-24,17,263.44,Loyal
12863,Caleb Zhang,Germany,2,4478.3496,4915407.595885038,2623,2239.17,8,8,2013-05-10,2014-05-01,12,373.2,Loyal
13724,Charles Thompson,Southwest,2,4476.5525,24184609.600810263,6224,2238.28,2,2,2012-11-10,2014-05-10,18,248.7,Loyal
13362,Destiny Morgan,Southwest,2,4476.5525,24184609.600810263,6224,2238.28,2,2,2012-07-06,2014-04-25,21,213.17,Loyal
13351,Mariah Cox,Northwest,2,4476.5525,16084942.547585148,4594,2238.28,2,2,2012-07-21,2013-10-08,15,298.44,Loyal
13461,Anthony Jones,Southwest,2,4476.5525,24184609.600810263,6224,2238.28,2,2,2012-08-30,2013-11-15,15,298.44,Loyal
13419,Lauren Coleman,Northwest,2,4476.5525,16084942.547585148,4594,2238.28,2,2,2012-07-12,2013-10-04,15,298.44,Loyal
12500,Kathleen Vazquez,Germany,2,4475.379599999999,4915407.595885038,2623,2237.69,6,6,2013-02-01,2014-02-04,12,372.95,Loyal
21311,Jennifer Ramirez,Canada,2,4472.5782,16355770.454862092,4067,2236.29,5,5,2013-01-09,2014-05-28,16,279.54,Loyal
12218,Mitchell Xu,Germany,2,4472.3696,4915407.595885038,2623,2236.18,5,4,2012-10-25,2013-09-25,11,406.58,Loyal
16663,Rosa Lu,Australia,2,4471.74,10655335.959317066,6843,2235.87,4,4,2011-07-22,2013-07-15,24,186.32,Loyal
17312,Mayra Kovar,Australia,2,4471.74,10655335.959317066,6843,2235.87,4,4,2011-08-15,2014-04-14,32,139.74,VIP
16691,Paula Romero,Australia,2,4471.74,10655335.959317066,6843,2235.87,4,4,2011-07-31,2013-08-13,25,178.87,VIP
17229,Maria Watson,Australia,2,4471.74,10655335.959317066,6843,2235.87,4,4,2011-08-08,2013-12-14,28,159.7,VIP
28885,Kelvin Raji,France,2,4470.8895999999995,7251555.646926051,2672,2235.44,4,3,2012-12-24,2014-05-03,17,262.99,Loyal
12237,Ruth Madan,Germany,2,4470.3895999999995,4915407.595885038,2623,2235.19,5,5,2012-11-17,2013-11-02,12,372.53,Loyal
15227,Harold Malhotra,Australia,2,4469.5581999999995,10655335.959317066,6843,2234.78,6,5,2013-04-10,2014-03-30,11,406.32,Loyal
26532,Angela Barnes,Southwest,2,4469.4696,24184609.600810263,6224,2234.73,4,4,2012-10-24,2014-02-07,16,279.34,Loyal
27537,Amanda Bryant,Southwest,2,4469.4696,24184609.600810263,6224,2234.73,4,4,2013-05-07,2014-03-04,10,446.95,Loyal
26539,Faith Hayes,Southwest,2,4469.4382,24184609.600810263,6224,2234.72,5,5,2012-10-12,2014-02-11,16,279.34,Loyal
26491,Riley Sanchez,Northwest,2,4469.4382,16084942.547585148,4594,2234.72,5,5,2012-10-09,2014-01-22,15,297.96,Loyal
15586,Victor Blanco,Australia,2,4469.369599999999,10655335.959317066,6843,2234.68,6,5,2013-04-28,2014-03-01,11,406.31,Loyal
15215,Alberto Jiménez,Australia,2,4468.5581999999995,10655335.959317066,6843,2234.28,6,6,2013-04-17,2014-03-14,11,406.23,Loyal
26338,Anna Coleman,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2012-09-11,2014-01-28,16,279.26,Loyal
26490,Antonio Simmons,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2012-09-14,2014-01-07,16,279.26,Loyal
27543,Katherine Griffin,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2013-05-11,2014-04-15,11,406.2,Loyal
27539,Samuel Winston,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2013-05-28,2014-04-26,11,406.2,Loyal
27104,Randy Zhu,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2013-02-05,2014-03-11,13,343.7,Loyal
26247,Sophia Turner,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2012-06-12,2014-01-19,19,235.17,Loyal
26540,Jada Sanchez,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2012-10-29,2014-02-05,16,279.26,Loyal
26602,Noah Yang,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2012-11-08,2014-01-31,14,319.15,Loyal
26537,Wyatt Perez,Northwest,2,4468.1582,16084942.547585148,4594,2234.08,3,3,2012-10-18,2014-02-23,16,279.26,Loyal
26684,Dustin Andersen,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2012-11-12,2014-02-06,15,297.88,Loyal
26530,Riley Morgan,Northwest,2,4468.1582,16084942.547585148,4594,2234.08,3,3,2012-10-23,2014-01-20,15,297.88,Loyal
27446,Tyler Jones,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2013-04-13,2014-03-18,11,406.2,Loyal
26703,Wyatt Miller,Northwest,2,4468.1582,16084942.547585148,4594,2234.08,3,3,2012-12-15,2014-02-15,14,319.15,Loyal
27103,Chloe Brooks,Northwest,2,4468.1582,16084942.547585148,4594,2234.08,3,3,2013-02-22,2014-02-20,12,372.35,Loyal
27199,Jesse Wright,Northwest,2,4468.1582,16084942.547585148,4594,2234.08,3,3,2013-03-01,2014-03-23,12,372.35,Loyal
27453,Carson Henderson,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2013-04-14,2014-03-03,11,406.2,Loyal
27274,Marcus Morris,Southwest,2,4468.1582,24184609.600810263,6224,2234.08,3,3,2013-04-24,2014-03-17,11,406.2,Loyal
17326,Paul Shakespear,Australia,2,4467.76,10655335.959317066,6843,2233.88,3,3,2011-08-30,2014-04-01,32,139.62,VIP
14827,Ernest Xu,Germany,2,4467.74,4915407.595885038,2623,2233.87,4,4,2012-03-08,2014-05-13,26,171.84,VIP
17046,Preston Sai,Australia,2,4467.74,10655335.959317066,6843,2233.87,4,4,2011-07-24,2013-09-28,26,171.84,VIP
26723,Devin Kelly,Southwest,2,4467.1482,24184609.600810263,6224,2233.57,4,4,2012-12-25,2014-02-27,14,319.08,Loyal
15716,Roy Madan,Australia,2,4467.0581999999995,10655335.959317066,6843,2233.53,5,5,2013-04-21,2014-03-08,11,406.1,Loyal
29694,Mike Danseglio,Northeast,4,4466.8308,6939374.481004997,352,1116.71,9,6,2013-05-30,2014-03-01,10,446.68,Loyal
15180,Jillian Suri,Australia,2,4466.3895999999995,10655335.959317066,6843,2233.19,5,5,2013-03-09,2014-03-24,12,372.2,Loyal
15152,Meghan Moreno,Australia,2,4464.5682,10655335.959317066,6843,2232.28,5,4,2013-03-06,2014-03-23,12,372.05,Loyal
26538,Warren Black,Southwest,2,4464.479600000001,24184609.600810263,6224,2232.24,3,3,2012-10-19,2014-02-23,16,279.03,Loyal
26511,Charles Weisman,Southwest,2,4464.479600000001,24184609.600810263,6224,2232.24,3,3,2012-10-21,2014-01-28,15,297.63,Loyal
27114,Alexander Thompson,Southwest,2,4464.479600000001,24184609.600810263,6224,2232.24,3,3,2013-03-23,2014-03-01,12,372.04,Loyal
27569,Jocelyn Wood,Southwest,2,4464.479600000001,24184609.600810263,6224,2232.24,3,3,2013-05-12,2014-04-30,11,405.86,Loyal
26324,Faith Brooks,Northwest,2,4464.479600000001,16084942.547585148,4594,2232.24,3,3,2012-08-08,2014-01-19,17,262.62,Loyal
26320,Brianna Diaz,Southwest,2,4464.479600000001,24184609.600810263,6224,2232.24,3,3,2012-07-31,2014-01-27,18,248.03,Loyal
27097,Kaitlyn Gonzales,Northwest,2,4464.479600000001,16084942.547585148,4594,2232.24,3,3,2013-02-06,2014-02-02,12,372.04,Loyal
26641,Arturo Xie,Southwest,2,4464.479600000001,24184609.600810263,6224,2232.24,3,3,2012-11-05,2014-02-20,15,297.63,Loyal
27116,Regina Gonzalez,Northwest,2,4464.479600000001,16084942.547585148,4594,2232.24,3,3,2013-03-10,2014-03-27,12,372.04,Loyal
20051,Linda Dominguez,Germany,3,4464.269999999999,4915407.595885038,2623,1488.09,9,9,2012-07-15,2014-05-30,22,202.92,Loyal
12860,Jillian Prasad,United Kingdom,2,4464.0882,7670721.035475045,3219,2232.04,3,2,2013-04-18,2013-12-25,8,558.01,Loyal
11410,Maurice Goel,France,2,4464.0682,7251555.646926051,2672,2232.03,5,5,2013-04-15,2013-07-07,3,1488.02,Loyal
27439,Chase Ramirez,Southwest,2,4462.1582,24184609.600810263,6224,2231.08,3,3,2013-04-22,2014-03-14,11,405.65,Loyal
27521,Gabriel Foster,Southwest,2,4462.1582,24184609.600810263,6224,2231.08,3,3,2013-05-28,2014-03-08,10,446.22,Loyal
12827,Nicolas Raje,Germany,2,4461.3996,4915407.595885038,2623,2230.7,4,4,2013-05-10,2014-04-14,11,405.58,Loyal
11546,Christine Chande,France,2,4460.379599999999,7251555.646926051,2672,2230.19,5,4,2013-05-04,2013-08-12,3,1486.79,Loyal
12846,Bridget Nara,Germany,2,4460.379599999999,4915407.595885038,2623,2230.19,5,5,2013-05-23,2014-04-20,11,405.49,Loyal
12736,Diana Ruiz,Germany,2,4460.379599999999,4915407.595885038,2623,2230.19,5,5,2013-03-10,2014-03-08,12,371.7,Loyal
12856,Rosa Lin,United Kingdom,2,4460.379599999999,7670721.035475045,3219,2230.19,5,5,2013-03-07,2013-11-13,8,557.55,Loyal
15596,Gilbert Goel,Australia,2,4460.038199999999,10655335.959317066,6843,2230.02,6,6,2013-04-26,2014-03-26,11,405.46,Loyal
29927,Jeffrey Kung,France,7,4456.5315,7251555.646926051,2672,636.65,9,9,2012-07-31,2014-05-01,22,202.57,Loyal
26319,Dylan Martinez,Southwest,2,4456.138199999999,24184609.600810263,6224,2228.07,5,5,2012-08-26,2014-01-21,17,262.13,Loyal
27574,Madeline Hill,Southwest,2,4456.138199999999,24184609.600810263,6224,2228.07,5,5,2013-05-19,2014-04-09,11,405.1,Loyal
26292,Marty Simpson,Northwest,2,4456.138199999999,16084942.547585148,4594,2228.07,5,5,2012-07-25,2014-01-05,18,247.56,Loyal
26694,Aaron Hughes,Northwest,2,4456.138199999999,16084942.547585148,4594,2228.07,5,5,2012-12-16,2014-02-01,14,318.3,Loyal
26487,Vincent Ma,Northwest,2,4456.138199999999,16084942.547585148,4594,2228.07,5,5,2012-09-16,2014-01-05,16,278.51,Loyal
27195,Robert Perez,Southwest,2,4455.489600000001,24184609.600810263,6224,2227.74,2,2,2013-03-13,2014-03-15,12,371.29,Loyal
27107,Alexa Stewart,Southwest,2,4455.489600000001,24184609.600810263,6224,2227.74,2,2,2013-01-30,2014-03-24,14,318.25,Loyal
26705,Eric Jenkins,Southwest,2,4455.489600000001,24184609.600810263,6224,2227.74,2,2,2012-12-13,2014-02-28,14,318.25,Loyal
27106,Jennifer Allen,Southwest,2,4455.489600000001,24184609.600810263,6224,2227.74,2,2,2013-02-15,2014-03-06,13,342.73,Loyal
26339,Cindy James,Northwest,2,4455.489600000001,16084942.547585148,4594,2227.74,2,2,2012-09-17,2014-01-03,16,278.47,Loyal
27291,Bobby Mehta,Northwest,2,4455.489600000001,16084942.547585148,4594,2227.74,2,2,2013-03-30,2014-03-27,12,371.29,Loyal
26650,Kevin Collins,Southwest,2,4455.489600000001,24184609.600810263,6224,2227.74,2,2,2012-11-16,2014-02-22,15,297.03,Loyal
26728,Elijah Roberts,Southwest,2,4455.098199999999,24184609.600810263,6224,2227.55,5,5,2012-12-17,2014-01-31,13,342.7,Loyal
26293,Casey Carlson,Northwest,2,4455.098199999999,16084942.547585148,4594,2227.55,5,5,2012-06-30,2014-01-26,19,234.48,Loyal
12270,Ebony Ramos,Germany,2,4454.5682,4915407.595885038,2623,2227.28,4,4,2012-11-23,2013-12-10,13,342.66,Loyal
15785,Edwin Zhang,Australia,2,4454.3496,10655335.959317066,6843,2227.17,4,3,2013-05-01,2014-04-01,11,404.94,Loyal
11572,Billy Moreno,France,2,4450.369599999999,7251555.646926051,2672,2225.18,6,6,2013-05-11,2013-08-08,3,1483.46,Loyal
15722,Angela Jenkins,Australia,2,4448.5682,10655335.959317066,6843,2224.28,4,4,2013-04-20,2014-04-07,12,370.71,Loyal
15181,Rosa Huang,Australia,2,4448.379599999999,10655335.959317066,6843,2224.19,4,3,2013-03-11,2014-03-08,12,370.7,Loyal
15221,Troy Arun,Australia,2,4447.869599999999,10655335.959317066,6843,2223.93,5,5,2013-04-11,2014-03-24,11,404.35,Loyal
12386,Katherine Perry,Germany,2,4447.3696,4915407.595885038,2623,2223.68,5,5,2013-01-02,2013-12-05,11,404.31,Loyal
27105,Sean Perez,Southwest,2,4447.1482,24184609.600810263,6224,2223.57,4,4,2013-02-03,2014-03-17,13,342.09,Loyal
27440,Trinity Howard,Northwest,2,4447.1482,16084942.547585148,4594,2223.57,4,4,2013-04-03,2014-03-17,11,404.29,Loyal
27280,Naomi Gutierrez,Southwest,2,4447.1482,24184609.600810263,6224,2223.57,4,4,2013-04-10,2014-03-02,11,404.29,Loyal
15207,Josue Diaz,Australia,2,4446.3996,10655335.959317066,6843,2223.2,3,2,2013-03-01,2014-03-29,12,370.53,Loyal
15751,Kristen Xu,Australia,2,4446.3996,10655335.959317066,6843,2223.2,3,3,2013-05-23,2014-04-26,11,404.22,Loyal
15178,Drew Tang,Australia,2,4445.0581999999995,10655335.959317066,6843,2222.53,4,4,2013-03-19,2014-03-15,12,370.42,Loyal
15179,Jay Rubio,Australia,2,4444.8895999999995,10655335.959317066,6843,2222.44,5,5,2013-03-08,2014-03-22,12,370.41,Loyal
14138,Vincent He,Germany,2,4444.219999999999,4915407.595885038,2623,2222.11,5,5,2011-11-05,2013-11-03,24,185.18,Loyal
11409,Jacqueline Hayes,France,2,4444.0682,7251555.646926051,2672,2222.03,5,5,2013-04-19,2013-06-30,2,2222.03,Loyal
15204,Deanna Gonzalez,Australia,2,4444.0682,10655335.959317066,6843,2222.03,5,5,2013-03-09,2014-03-17,12,370.34,Loyal
15723,Kate Deng,Australia,2,4444.0682,10655335.959317066,6843,2222.03,5,5,2013-04-10,2014-04-28,12,370.34,Loyal
15802,Bridget Kumar,Australia,2,4444.0682,10655335.959317066,6843,2222.03,5,5,2013-05-26,2014-04-21,11,404.01,Loyal
15733,Leslie Ramos,Australia,2,4443.548199999999,10655335.959317066,6843,2221.77,6,6,2013-05-10,2014-04-13,11,403.96,Loyal
13557,Stacey Liu,United Kingdom,2,4443.3796,7670721.035475045,3219,2221.69,4,4,2013-05-17,2013-12-26,7,634.77,Loyal
15788,Barbara Li,Australia,2,4443.379599999999,10655335.959317066,6843,2221.69,4,4,2013-05-19,2014-04-04,11,403.94,Loyal
17255,Carly Nath,Australia,2,4442.24,10655335.959317066,6843,2221.12,4,4,2011-08-19,2014-02-05,30,148.07,VIP
27288,Destiny Richardson,Southwest,2,4442.1582,24184609.600810263,6224,2221.08,3,3,2013-04-12,2014-03-28,11,403.83,Loyal
26604,Elizabeth West,Southwest,2,4442.1582,24184609.600810263,6224,2221.08,3,3,2012-11-13,2014-02-16,15,296.14,Loyal
26326,Trevor Washington,Southwest,2,4442.1582,24184609.600810263,6224,2221.08,3,3,2012-08-12,2014-01-28,17,261.3,Loyal
26698,Brooke Rivera,Southwest,2,4442.1582,24184609.600810263,6224,2221.08,3,3,2012-12-26,2014-02-09,14,317.3,Loyal
27295,Wyatt Taylor,Northwest,2,4442.1582,16084942.547585148,4594,2221.08,3,3,2013-04-19,2014-03-09,11,403.83,Loyal
26729,Brian Gray,Northwest,2,4442.1582,16084942.547585148,4594,2221.08,3,3,2012-12-03,2014-02-22,14,317.3,Loyal
15756,Kari Gutierrez,Australia,2,4441.3895999999995,10655335.959317066,6843,2220.69,5,5,2013-05-27,2014-04-08,11,403.76,Loyal
11336,Shaun Raji,France,2,4441.379599999999,7251555.646926051,2672,2220.69,5,5,2013-02-27,2013-06-07,4,1110.34,Loyal
15184,Mathew Hernandez,Australia,2,4441.379599999999,10655335.959317066,6843,2220.69,5,4,2013-03-19,2014-03-03,12,370.11,Loyal
12713,Deborah Xie,Germany,2,4441.379599999999,4915407.595885038,2623,2220.69,5,5,2013-03-13,2014-03-27,12,370.11,Loyal
14824,Miguel Baker,Germany,2,4441.25,4915407.595885038,2623,2220.63,4,4,2012-03-19,2014-04-11,25,177.65,VIP
12712,Arthur Romero,Germany,2,4441.0581999999995,4915407.595885038,2623,2220.53,4,4,2013-03-12,2014-02-25,11,403.73,Loyal
12484,Lori Suarez,Germany,2,4441.038199999999,4915407.595885038,2623,2220.52,6,6,2013-02-24,2014-01-21,11,403.73,Loyal
15590,Marshall Wu,Australia,2,4440.048199999999,10655335.959317066,6843,2220.02,6,6,2013-04-26,2014-03-30,11,403.64,Loyal
12521,Meredith Dominguez,Germany,2,4438.3796,4915407.595885038,2623,2219.19,4,4,2013-03-07,2014-02-24,11,403.49,Loyal
20375,Olivia Perry,Canada,2,4438.3796,16355770.454862092,4067,2219.19,4,4,2012-09-09,2014-04-07,19,233.6,Loyal
12475,Logan Carter,Germany,2,4438.3796,4915407.595885038,2623,2219.19,4,4,2013-02-03,2014-01-23,11,403.49,Loyal
11614,Katrina Sharma,Germany,2,4438.0581999999995,4915407.595885038,2623,2219.03,5,5,2012-10-10,2013-09-05,11,403.46,Loyal
11378,Shannon Liang,France,2,4436.3895999999995,7251555.646926051,2672,2218.19,4,4,2013-03-19,2013-07-17,4,1109.1,Loyal
21272,Nicole Ward,Canada,2,4435.379599999999,16355770.454862092,4067,2217.69,5,5,2013-01-09,2014-05-30,16,277.21,Loyal
12275,Adriana Madan,Germany,2,4435.379599999999,4915407.595885038,2623,2217.69,5,5,2012-12-15,2013-12-30,12,369.61,Loyal
15205,Shawna Black,Australia,2,4433.6896,10655335.959317066,6843,2216.84,5,5,2013-03-12,2014-03-29,12,369.47,Loyal
27073,Sydney Sanders,Northwest,2,4433.1682,16084942.547585148,4594,2216.58,2,2,2013-01-04,2014-02-10,13,341.01,Loyal
26327,Jack Jai,Southwest,2,4433.1682,24184609.600810263,6224,2216.58,2,2,2012-08-20,2014-01-14,17,260.77,Loyal
26649,Emily Perry,Southwest,2,4433.1682,24184609.600810263,6224,2216.58,2,2,2012-10-30,2014-02-28,16,277.07,Loyal
27074,Kristi Sanchez,Northwest,2,4433.1682,16084942.547585148,4594,2216.58,2,2,2013-01-06,2014-02-05,13,341.01,Loyal
17247,Michael Moore,Australia,2,4432.719999999999,10655335.959317066,6843,2216.36,5,5,2011-08-10,2014-01-02,29,152.85,VIP
28674,Nathan Yang,Southwest,2,4430.09,24184609.600810263,6224,2215.05,5,5,2011-10-25,2013-07-24,21,210.96,Loyal
15601,Naomi Moreno,Australia,2,4429.5682,10655335.959317066,6843,2214.78,4,4,2013-04-24,2014-03-18,11,402.69,Loyal
15719,Lacey Liang,Australia,2,4429.5682,10655335.959317066,6843,2214.78,4,3,2013-04-25,2014-04-01,12,369.13,Loyal
12826,Caleb Gonzalez,Germany,2,4428.3696,4915407.595885038,2623,2214.18,5,5,2013-04-19,2014-04-18,12,369.03,Loyal
12768,Johnathan Chapman,Southwest,2,4426.74,24184609.600810263,6224,2213.37,4,4,2012-05-13,2013-12-18,19,232.99,Loyal
17249,Carl Goel,Australia,2,4426.74,10655335.959317066,6843,2213.37,4,4,2011-08-14,2014-02-26,30,147.56,VIP
17069,Christy Zheng,Australia,2,4426.74,10655335.959317066,6843,2213.37,4,4,2011-08-12,2013-11-28,27,163.95,VIP
17277,Nichole Goel,Australia,2,4426.74,10655335.959317066,6843,2213.37,4,4,2011-08-30,2014-03-12,31,142.8,VIP
16701,Laura Zheng,Australia,2,4426.74,10655335.959317066,6843,2213.37,4,4,2011-07-21,2013-08-20,25,177.07,VIP
15734,Alicia Lal,Australia,2,4426.4096,10655335.959317066,6843,2213.2,3,3,2013-05-27,2014-04-30,11,402.4,Loyal
